anexo_padronizado,coluna,cod_conta,conta,linhas,municipios,anos,primeiro_ano,ultimo_ano
Anexo I-HI,31/12/2016,P4.5.8.0.0.00.00,4.5.8.0.0.00.00 - Transferências de Pessoas Físicas,74,74,1,2016,2016
Anexo I-HI,31/12/2016,P4.5.8.0.1.00.00,4.5.8.0.1.00.00 - Transferências de Pessoas Físicas - Consolidação,74,74,1,2016,2016
Anexo I-HI,31/12/2016,P4.5.9.0.0.00.00,4.5.9.0.0.00.00 - Outras Transferências e Delegações Recebidas,10,10,1,2016,2016
Anexo I-HI,31/12/2016,P4.5.9.0.1.00.00,4.5.9.0.1.00.00 - Outras Transferências e Delegações Recebidas - Consolidação,10,10,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.0.0.0.00.00,4.6.0.0.0.00.00 - Valorização e Ganhos com Ativos e Desincorporação de Passivos,231,231,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.1.0.0.00.00,4.6.1.0.0.00.00 - Reavaliação de Ativos,70,70,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.1.1.0.00.00,4.6.1.1.0.00.00 - Reavaliação de Imobilizado,66,66,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.1.1.1.00.00,4.6.1.1.1.00.00 - Reavaliação de Imobilizado - Consolidação,66,66,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.1.9.0.00.00,4.6.1.9.0.00.00 - Reavaliação de Outros Ativos,9,9,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.1.9.1.00.00,4.6.1.9.1.00.00 - Reavaliação de Outros Ativos - Consolidação,9,9,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.2.0.0.00.00,4.6.2.0.0.00.00 - Ganhos com Alienação,44,44,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.2.1.0.00.00,4.6.2.1.0.00.00 - Ganhos com Alienação de Investimentos,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.2.1.1.00.00,4.6.2.1.1.00.00 - Ganhos com Alienação de Investimentos - Consolidação,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.2.2.0.00.00,4.6.2.2.0.00.00 - Ganhos com Alienação de Imobilizado,43,43,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.2.2.1.00.00,4.6.2.2.1.00.00 - Ganhos com Alienação de Imobilizado - Consolidação,43,43,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.2.9.0.00.00,4.6.2.9.0.00.00 - Ganhos com Alienação de Demais Ativos,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.2.9.1.00.00,4.6.2.9.1.00.00 - Ganhos com Alienação de Demais Ativos - Consolidação,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.3.0.0.00.00,4.6.3.0.0.00.00 - Ganhos com Incorporação de Ativos,59,59,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.3.1.0.00.00,4.6.3.1.0.00.00 - Ganhos com Incorporação de Ativos por Descobertas,2,2,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.3.1.1.00.00,4.6.3.1.1.00.00 - Ganhos com Incorporação de Ativos por Descobertas - Consolidação,2,2,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.3.3.0.00.00,4.6.3.3.0.00.00 - Ganhos com Incorporação de Valores Apreendidos,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.3.3.1.00.00,4.6.3.3.1.00.00 - Ganhos com Incorporação de Ativos Apreendidos - Consolidação,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.3.4.0.00.00,4.6.3.4.0.00.00 - Ganhos com Incorporação de Ativos Por Produção,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.3.4.1.00.00,4.6.3.4.1.00.00 - Ganhos com Incorporação de Ativos Por Produção - Consolidação,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.3.9.0.00.00,4.6.3.9.0.00.00 - Outros Ganhos com Incorporação de Ativos,56,56,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.3.9.1.00.00,4.6.3.9.1.00.00 - Outros Ganhos com Incorporação de Ativos - Consolidação,56,56,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.4.0.0.00.00,4.6.4.0.0.00.00 - Ganhos com Desincorporação de Passivos,189,189,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.4.0.1.00.00,4.6.4.0.1.00.00 - Ganhos com Desincorporação de Passivos - Consolidação,189,189,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.5.0.0.00.00,4.6.5.0.0.00.00 - Reversão de Redução a Valor Recuperável,7,7,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.5.1.0.00.00,4.6.5.1.0.00.00 - Reversão de Redução a Valor Recuperável de Investimentos,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.5.1.1.00.00,4.6.5.1.1.00.00 - Reversão de Redução a Valor Recuperável de Investimentos - Consolidação,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.5.2.0.00.00,4.6.5.2.0.00.00 - Reversão de Redução a Valor Recuperável de Imobilizado,5,5,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.5.2.1.00.00,4.6.5.2.1.00.00 - Reversão de Redução a Valor Recuperável de Imobilizado - Consolidação,5,5,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.5.3.0.00.00,4.6.5.3.0.00.00 - Reversão de Redução a Valor Recuperável de Intangíveis,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.6.5.3.1.00.00,4.6.5.3.1.00.00 - Reversão de Redução a Valor Recuperável de Intangíveis - Consolidação,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.0.0.0.00.00,4.9.0.0.0.00.00 - Outras Variações Patrimoniais Aumentativas,293,293,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.1.0.0.00.00,4.9.1.0.0.00.00 - Variação Patrimonial Aumentativa a Classificar,39,39,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.1.0.1.00.00,4.9.1.0.1.00.00 - Variação Patrimonial Aumentativa a Classificar - Consolidação,39,39,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.2.0.0.00.00,4.9.2.0.0.00.00 - Resultado Positivo de Participações,15,15,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.2.1.0.00.00,4.9.2.1.0.00.00 - Resultado Positivo de Equivalência Patrimonial,9,9,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.2.1.1.00.00,4.9.2.1.1.00.00 - Resultado Positivo de Equivalência Patrimonial - Consolidação,8,8,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.2.1.5.00.00,4.9.2.1.5.00.00 - Resultado Positivo de Equivalência Patrimonial - Inter OFSS - Município,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.2.2.0.00.00,4.9.2.2.0.00.00 - Dividendos e Rendimentos de Outros Investimentos,6,6,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.2.2.1.00.00,4.9.2.2.1.00.00 - Dividendos e Rendimentos de Outros Investimentos - Consolidação,6,6,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.0.0.00.00,4.9.7.0.0.00.00 - Reversão de Provisões e Ajustes de Perdas,188,188,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.1.0.00.00,4.9.7.1.0.00.00 - Reversão de Provisões,182,182,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.1.1.00.00,4.9.7.1.1.00.00 - Reversão de Provisões - Consolidação,178,178,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.1.3.00.00,4.9.7.1.3.00.00 - Reversão de Provisões - Inter OFSS - União,3,3,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.1.4.00.00,4.9.7.1.4.00.00 - Reversão de Provisões - Inter OFSS - Estados,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.1.5.00.00,4.9.7.1.5.00.00 - Reversão de Provisões - Inter OFSS - Municípios,7,7,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.2.0.00.00,4.9.7.2.0.00.00 - Reversão de Ajustes de Perdas,21,21,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.2.1.00.00,4.9.7.2.1.00.00 - Reversão de Ajustes de Perdas - Consolidação,19,19,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.2.2.00.00,4.9.7.2.2.00.00 - Reversão de Ajustes de Perdas - Intra OFSS,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.7.2.3.00.00,4.9.7.2.3.00.00 - Reversão de Ajustes de Perdas -Inter OFSS - União,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.0.0.00.00,4.9.9.0.0.00.00 - Diversas Variações Patrimoniais Aumentativas,289,289,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.1.0.00.00,4.9.9.1.0.00.00 - Compensação Financeira entre RGPS/RPPS,13,13,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.1.2.00.00,4.9.9.1.2.00.00 - Compensação Financeira entre RGPS/RPPS - Intra OFSS,2,2,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.1.3.00.00,4.9.9.1.3.00.00 - Compensação Financeira entre RGPS/RPPS - Inter OFSS - União,9,9,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.1.5.00.00,4.9.9.1.5.00.00 - Compensação Financeira entre RGPS/RPPS - Inter OFSS - Município,2,2,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.3.0.00.00,4.9.9.3.0.00.00 - Variação Patrimonial Aumentativa com Bonificações,13,13,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.3.1.00.00,4.9.9.3.1.00.00 - Variação Patrimonial Aumentativa com Bonificações - Consolidação,13,13,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.4.0.00.00,4.9.9.4.0.00.00 - Amortização de Deságio em Investimentos,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.4.5.00.00,4.9.9.4.5.00.00 - Amortização de Deságio em Investimentos - Inter OFSS - Município,1,1,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.5.0.00.00,4.9.9.5.0.00.00 - Multas Administrativas,177,177,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.5.1.00.00,4.9.9.5.1.00.00 - Multas Administrativas - Consolidação,177,177,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.6.0.00.00,4.9.9.6.0.00.00 - Indenizações,202,202,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.6.1.00.00,4.9.9.6.1.00.00 - Indenizações - Consolidação,202,202,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.9.0.00.00,4.9.9.9.0.00.00 - Variações Patrimoniais Aumentativas Decorrentes de Fatos Geradores Diversos,278,278,1,2016,2016
Anexo I-HI,31/12/2016,P4.9.9.9.1.00.00,4.9.9.9.1.00.00 - Variações Patrimoniais Aumentativas Decorrentes de Fatos Geradores Diversos - Consolidação,278,278,1,2016,2016
Anexo I-HI,31/12/2016,ResultadoPatrimonialDoPeriodo,Resultado Patrimonial do Período,295,295,1,2016,2016
Anexo I-HI,31/12/2017,P3.0.0.0.0.00.00,3.0.0.0.0.00.00 - Variação Patrimonial Diminutiva,295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.0.0.0.00.00,3.1.0.0.0.00.00 - Pessoal e Encargos,295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.1.0.0.00.00,3.1.1.0.0.00.00 - Remuneração a Pessoal,295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.1.1.0.00.00,3.1.1.1.0.00.00 - Remuneração a Pessoal Ativo Civil - Abrangidos pelo RPPS,251,251,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.1.1.1.00.00,3.1.1.1.1.00.00 - Remuneração a Pessoal Ativo Civil - Abrangidos pelo RPPS - Consolidação,251,251,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.1.2.0.00.00,3.1.1.2.0.00.00 - Remuneração a Pessoal Ativo Civil - Abrangidos pelo RGPS,279,279,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.1.2.1.00.00,3.1.1.2.1.00.00 - Remuneração a Pessoal Ativo Civil - Abrangidos pelo RGPS - Consolidação,279,279,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.1.3.0.00.00,3.1.1.3.0.00.00 - Remuneração a Pessoal Ativo Militar - Abrangidos pelo RPPS,3,3,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.1.3.1.00.00,3.1.1.3.1.00.00 - Remuneração a Pessoal Ativo Militar - Abrangidos pelo RPPS - Consolidação,3,3,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.0.0.00.00,3.1.2.0.0.00.00 - Encargos Patronais,291,291,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.1.0.00.00,3.1.2.1.0.00.00 - Encargos Patronais - RPPS,104,104,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.1.1.00.00,3.1.2.1.1.00.00 - Encargos Patronais - RPPS - Consolidação,51,51,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.1.2.00.00,3.1.2.1.2.00.00 - Encargos Patronais - RPPS - Intra OFSS,66,66,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.1.3.00.00,3.1.2.1.3.00.00 - Encargos Patronais - RPPS - Inter OFSS - União,38,38,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.1.4.00.00,3.1.2.1.4.00.00 - Encargos Patronais - RPPS - Inter OFSS - Estado,3,3,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.1.5.00.00,3.1.2.1.5.00.00 - Encargos Patronais - RPPS - Inter OFSS - Município,7,7,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.2.0.00.00,3.1.2.2.0.00.00 - Encargos Patronais - RGPS,278,278,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.2.1.00.00,3.1.2.2.1.00.00 - Encargos Patronais - RGPS - Consolidação,57,57,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.2.3.00.00,3.1.2.2.3.00.00 - Encargos Patronais - RGPS - Inter OFSS - União,253,253,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.3.0.00.00,3.1.2.3.0.00.00 - Encargos Patronais - FGTS,144,144,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.3.1.00.00,3.1.2.3.1.00.00 - Encargos Patronais - FGTS - Consolidação,144,144,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.4.0.00.00,3.1.2.4.0.00.00 - Contribuições Sociais Gerais,37,37,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.4.1.00.00,3.1.2.4.1.00.00 - Contribuições Sociais Gerais - Consolidação,37,37,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.5.0.00.00,3.1.2.5.0.00.00 - Contribuições a Entidades Fechadas de Previdência,12,12,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.5.1.00.00,3.1.2.5.1.00.00 - Contribuições a Entidades Fechadas de Previdência - Consolidação,12,12,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.9.0.00.00,3.1.2.9.0.00.00 - Outros Encargos Patronais,11,11,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.9.1.00.00,3.1.2.9.1.00.00 - Outros Encargos Patronais - Consolidação,4,4,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.2.9.2.00.00,3.1.2.9.2.00.00 - Outros Encargos Patronais - Intra OFSS,8,8,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.3.0.0.00.00,3.1.3.0.0.00.00 - Benefícios a Pessoal,71,71,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.3.1.0.00.00,3.1.3.1.0.00.00 - Benefícios a Pessoal - RPPS,52,52,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.3.1.1.00.00,3.1.3.1.1.00.00 - Benefícios a Pessoal - RPPS - Consolidação,52,52,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.3.2.0.00.00,3.1.3.2.0.00.00 - Benefícios a Pessoal - RGPS,44,44,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.3.2.1.00.00,3.1.3.2.1.00.00 - Benefícios a Pessoal - RGPS - Consolidação,44,44,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.9.0.0.00.00,3.1.9.0.0.00.00 - Outras Variações Patrimoniais Diminutivas - Pessoal e Encargos,184,184,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.9.1.0.00.00,3.1.9.1.0.00.00 - Indenizações e Restituições Trabalhistas,171,171,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.9.1.1.00.00,3.1.9.1.1.00.00 - Indenizações e Restituições Trabalhistas - Consolidação,171,171,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.9.2.0.00.00,3.1.9.2.0.00.00 - Pessoal Requisitado de Outros Órgãos,13,13,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.9.2.1.00.00,3.1.9.2.1.00.00 - Pessoal Requisitado de Outros Órgãos - Consolidação,13,13,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.9.9.0.00.00,3.1.9.9.0.00.00 - Outras VPD de Pessoal e Encargos,22,22,1,2017,2017
Anexo I-HI,31/12/2017,P3.1.9.9.1.00.00,3.1.9.9.1.00.00 - Outras VPD de Pessoal e Encargos - Consolidação,22,22,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.0.0.0.00.00,3.2.0.0.0.00.00 - Benefícios Previdenciários e Assistenciais,273,273,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.1.0.0.00.00,3.2.1.0.0.00.00 - Aposentadorias e Reformas,217,217,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.1.1.0.00.00,3.2.1.1.0.00.00 - Aposentadorias - RPPS,198,198,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.1.1.1.00.00,3.2.1.1.1.00.00 - Aposentadorias - RPPS - Consolidação,198,198,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.1.2.0.00.00,3.2.1.2.0.00.00 - Aposentadorias - RGPS,10,10,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.1.2.1.00.00,3.2.1.2.1.00.00 - Aposentadorias - RGPS - Consolidação,10,10,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.1.9.0.00.00,3.2.1.9.0.00.00 - Outras Aposentadorias,25,25,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.1.9.1.00.00,3.2.1.9.1.00.00 - Outras Aposentadorias - Consolidação,25,25,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.2.0.0.00.00,3.2.2.0.0.00.00 - Pensões,165,165,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.2.1.0.00.00,3.2.2.1.0.00.00 - Pensões - RPPS,147,147,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.2.1.1.00.00,3.2.2.1.1.00.00 - Pensões - RPPS - Consolidação,147,147,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.2.2.0.00.00,3.2.2.2.0.00.00 - Pensões - RGPS,5,5,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.2.2.1.00.00,3.2.2.2.1.00.00 - Pensões - RGPS - Consolidação,5,5,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.2.9.0.00.00,3.2.2.9.0.00.00 - Outras Pensões,24,24,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.2.9.1.00.00,3.2.2.9.1.00.00 - Outras Pensões - Consolidação,24,24,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.3.0.0.00.00,3.2.3.0.0.00.00 - Benefícios de Prestação Continuada,10,10,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.3.1.0.00.00,3.2.3.1.0.00.00 - Benefícios de Prestação Continuada ao Idoso,3,3,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.3.1.1.00.00,3.2.3.1.1.00.00 - Benefícios de Prestação Continuada ao Idoso - Consolidação,3,3,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.3.2.0.00.00,3.2.3.2.0.00.00 - Benefícios de Prestação Continuada ao Portador de Deficiência,3,3,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.3.2.1.00.00,3.2.3.2.1.00.00 - Benefícios de Prestação Continuada ao Portador de Deficiência - Consolidação,3,3,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.3.9.0.00.00,3.2.3.9.0.00.00 - Outros Benefícios de Prestação Continuada,6,6,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.3.9.1.00.00,3.2.3.9.1.00.00 - Outros Benefícios de Prestação Continuada - Consolidação,6,6,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.4.0.0.00.00,3.2.4.0.0.00.00 - Benefícios Eventuais,52,52,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.4.1.0.00.00,3.2.4.1.0.00.00 - Auxílio por Natalidade,9,9,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.4.1.1.00.00,3.2.4.1.1.00.00 - Auxílio por Natalidade - Consolidação,9,9,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.4.2.0.00.00,3.2.4.2.0.00.00 - Auxílio por Morte,5,5,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.4.2.1.00.00,3.2.4.2.1.00.00 - Auxílio por Morte - Consolidação,5,5,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.4.3.0.00.00,3.2.4.3.0.00.00 - Benefícios Eventuais por Situações de Vulnerabilidade Temporária,1,1,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.4.3.1.00.00,3.2.4.3.1.00.00 - Benefícios Eventuais por Situações de Vulnerabilidade Temporária - Consolidação,1,1,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.4.9.0.00.00,3.2.4.9.0.00.00 - Outros Benefícios Eventuais,45,45,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.4.9.1.00.00,3.2.4.9.1.00.00 - Outros Benefícios Eventuais - Consolidação,45,45,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.9.0.0.00.00,3.2.9.0.0.00.00 - Outros Benefícios Previdenciários e Assistenciais,191,191,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.9.1.0.00.00,3.2.9.1.0.00.00 - Outros Benefícios Previdenciários - RPPS,46,46,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.9.1.1.00.00,3.2.9.1.1.00.00 - Outros Benefícios Previdenciários - RPPS - Consolidação,46,46,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.9.2.0.00.00,3.2.9.2.0.00.00 - Outros Benefícios Previdenciários - RGPS,28,28,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.9.2.1.00.00,3.2.9.2.1.00.00 - Outros Benefícios Previdenciários - RGPS - Consolidação,28,28,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.9.9.0.00.00,3.2.9.9.0.00.00 - Outros Benefícios Previdenciários e Assistenciais,143,143,1,2017,2017
Anexo I-HI,31/12/2017,P3.2.9.9.1.00.00,3.2.9.9.1.00.00 - Outros Benefícios Previdenciários e Assistenciais - Consolidação,143,143,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.0.0.0.00.00,"3.3.0.0.0.00.00 - Uso de Bens, Serviços e Consumo de Capital Fixo",295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.1.0.0.00.00,3.3.1.0.0.00.00 - Uso de Material de Consumo,295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.1.1.0.00.00,3.3.1.1.0.00.00 - Consumo de Material,295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.1.1.1.00.00,3.3.1.1.1.00.00 - Consumo de Material - Consolidação,295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.1.2.0.00.00,3.3.1.2.0.00.00 - Distribuição de Material Gratuito,263,263,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.1.2.1.00.00,3.3.1.2.1.00.00 - Distribuição de Material Gratuito - Consolidação,263,263,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.2.0.0.00.00,3.3.2.0.0.00.00 - Serviços,295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.2.1.0.00.00,3.3.2.1.0.00.00 - Diárias,290,290,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.2.1.1.00.00,3.3.2.1.1.00.00 - Diárias - Consolidação,290,290,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.2.2.0.00.00,3.3.2.2.0.00.00 - Serviços Terceiros - PF,292,292,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.2.2.1.00.00,3.3.2.2.1.00.00 - Serviços Terceiros - PF - Consolidação,292,292,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.2.3.0.00.00,3.3.2.3.0.00.00 - Serviços Terceiros - PJ,295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.2.3.1.00.00,3.3.2.3.1.00.00 - Serviços Terceiros - PJ - Consolidação,295,295,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.2.4.0.00.00,"3.3.2.4.0.00.00 - Contrato de Terceirização por Substituição de mão de Obra - Art. 18 § 1, LC 101/00",87,87,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.2.4.1.00.00,"3.3.2.4.1.00.00 - Contrato de Terceirização por Substituição de mão de Obra - Art. 18 § 1, LC 101/00 - Consolidação",87,87,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.3.0.0.00.00,"3.3.3.0.0.00.00 - Depreciação, Amortização e Exaustão",207,207,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.3.1.0.00.00,3.3.3.1.0.00.00 - Depreciação,207,207,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.3.1.1.00.00,3.3.3.1.1.00.00 - Depreciação - Consolidação,207,207,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.3.2.0.00.00,3.3.3.2.0.00.00 - Amortização,9,9,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.3.2.1.00.00,3.3.3.2.1.00.00 - Amortização - Consolidação,9,9,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.3.3.0.00.00,3.3.3.3.0.00.00 - Exaustão,1,1,1,2017,2017
Anexo I-HI,31/12/2017,P3.3.3.3.1.00.00,3.3.3.3.1.00.00 - Exaustão - Consolidação,1,1,1,2017,2017
Anexo I-HI,31/12/2017,P3.4.0.0.0.00.00,3.4.0.0.0.00.00 - Variações Patrimoniais Diminutivas Financeiras,260,260,1,2017,2017
Anexo I-HI,31/12/2017,P3.4.1.0.0.00.00,3.4.1.0.0.00.00 - Juros e Encargos de Empréstimos e Financiamentos Obtidos,193,193,1,2017,2017
Anexo I-HI,31/12/2017,P3.4.1.1.0.00.00,3.4.1.1.0.00.00 - Juros e Encargos da Dívida Contratual Interna,191,191,1,2017,2017
Anexo I-HI,31/12/2017,P3.4.1.1.1.00.00,3.4.1.1.1.00.00 - Juros e Encargos da Dívida Contratual Interna - Consolidação,190,190,1,2017,2017
Anexo I-HI,31/12/2017,P3.4.1.1.3.00.00,3.4.1.1.3.00.00 - Juros e Encargos da Dívida Contratual Interna - Inter OFSS - União,13,13,1,2017,2017
Anexo I-HI,31/12/2017,P3.4.1.1.4.00.00,3.4.1.1.4.00.00 - Juros e Encargos da Dívida Contratual Interna - Inter OFSS - Estado,2,2,1,2017,2017
Anexo I-HI,31/12/2017,P3.4.1.1.5.00.00,3.4.1.1.5.00.00 - Juros e Encargos da Dívida Contratual Interna - Inter OFSS - Município,1,1,1,2017,2017
