base,tabela,coluna,cd_conta,nm_conta,identificador_conta,conta
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,08.245,Serviços Socioassistenciais,siconfi-cor_TotalDespesas,08.245 - Serviços Socioassistenciais
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,08.246,Segurança e Renda,siconfi-cor_TotalDespesas,08.246 - Segurança e Renda
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,09,Previdência Social,siconfi-cor_TotalDespesas,09 - Previdência Social
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,09.122,Administração Geral,siconfi-cor_TotalDespesas,09.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,09.271,Previdência Básica,siconfi-cor_TotalDespesas,09.271 - Previdência Básica
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,09.272,Previdência do Regime Estatutário,siconfi-cor_TotalDespesas,09.272 - Previdência do Regime Estatutário
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,09.273,Previdência Complementar,siconfi-cor_TotalDespesas,09.273 - Previdência Complementar
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,09.274,Previdência Especial,siconfi-cor_TotalDespesas,09.274 - Previdência Especial
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,10,Saúde,siconfi-cor_TotalDespesas,10 - Saúde
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,10.122,Administração Geral,siconfi-cor_TotalDespesas,10.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,10.301,Atenção Básica,siconfi-cor_TotalDespesas,10.301 - Atenção Básica
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,10.302,Assistência Hospitalar e Ambulatorial,siconfi-cor_TotalDespesas,10.302 - Assistência Hospitalar e Ambulatorial
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,10.303,Suporte Profilático e Terapêutico,siconfi-cor_TotalDespesas,10.303 - Suporte Profilático e Terapêutico
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,10.304,Vigilância Sanitária,siconfi-cor_TotalDespesas,10.304 - Vigilância Sanitária
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,10.305,Vigilância Epidemiológica,siconfi-cor_TotalDespesas,10.305 - Vigilância Epidemiológica
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,10.306,Alimentação e Nutrição,siconfi-cor_TotalDespesas,10.306 - Alimentação e Nutrição
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,11,Trabalho,siconfi-cor_TotalDespesas,11 - Trabalho
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,11.122,Administração Geral,siconfi-cor_TotalDespesas,11.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,11.331,Proteção e Benefícios ao Trabalhador,siconfi-cor_TotalDespesas,11.331 - Proteção e Benefícios ao Trabalhador
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,11.332,Relações de Trabalho,siconfi-cor_TotalDespesas,11.332 - Relações de Trabalho
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,11.333,Empregabilidade,siconfi-cor_TotalDespesas,11.333 - Empregabilidade
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,11.334,Fomento ao Trabalho,siconfi-cor_TotalDespesas,11.334 - Fomento ao Trabalho
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12,Educação,siconfi-cor_TotalDespesas,12 - Educação
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12.122,Administração Geral,siconfi-cor_TotalDespesas,12.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12.361,Ensino Fundamental,siconfi-cor_TotalDespesas,12.361 - Ensino Fundamental
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12.362,Ensino Médio,siconfi-cor_TotalDespesas,12.362 - Ensino Médio
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12.363,Ensino Profissional,siconfi-cor_TotalDespesas,12.363 - Ensino Profissional
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12.364,Ensino Superior,siconfi-cor_TotalDespesas,12.364 - Ensino Superior
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12.365,Educação Infantil,siconfi-cor_TotalDespesas,12.365 - Educação Infantil
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12.366,Educação de Jovens e Adultos,siconfi-cor_TotalDespesas,12.366 - Educação de Jovens e Adultos
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12.367,Educação Especial,siconfi-cor_TotalDespesas,12.367 - Educação Especial
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,12.368,Educação Básica,siconfi-cor_TotalDespesas,12.368 - Educação Básica
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,13,Cultura,siconfi-cor_TotalDespesas,13 - Cultura
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,13.122,Administração Geral,siconfi-cor_TotalDespesas,13.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,13.391,"Patrimônio Histórico, Artístico e Arqueológico",siconfi-cor_TotalDespesas,"13.391 - Patrimônio Histórico, Artístico e Arqueológico"
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,13.392,Difusão Cultural,siconfi-cor_TotalDespesas,13.392 - Difusão Cultural
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,14,Direitos da Cidadania,siconfi-cor_TotalDespesas,14 - Direitos da Cidadania
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,14.122,Administração Geral,siconfi-cor_TotalDespesas,14.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,14.421,Custódia e Reintegração Social,siconfi-cor_TotalDespesas,14.421 - Custódia e Reintegração Social
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,14.422,"Direitos Individuais, Coletivos e Difusos",siconfi-cor_TotalDespesas,"14.422 - Direitos Individuais, Coletivos e Difusos"
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,14.423,Assistência aos Povos Indígenas,siconfi-cor_TotalDespesas,14.423 - Assistência aos Povos Indígenas
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,15,Urbanismo,siconfi-cor_TotalDespesas,15 - Urbanismo
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,15.122,Administração Geral,siconfi-cor_TotalDespesas,15.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,15.451,Infraestrutura Urbana,siconfi-cor_TotalDespesas,15.451 - Infraestrutura Urbana
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,15.452,Serviços Urbanos,siconfi-cor_TotalDespesas,15.452 - Serviços Urbanos
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,15.453,Transportes Coletivos Urbanos,siconfi-cor_TotalDespesas,15.453 - Transportes Coletivos Urbanos
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,16,Habitação,siconfi-cor_TotalDespesas,16 - Habitação
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,16.122,Administração Geral,siconfi-cor_TotalDespesas,16.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,16.481,Habitação Rural,siconfi-cor_TotalDespesas,16.481 - Habitação Rural
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,16.482,Habitação Urbana,siconfi-cor_TotalDespesas,16.482 - Habitação Urbana
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,17,Saneamento,siconfi-cor_TotalDespesas,17 - Saneamento
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,17.122,Administração Geral,siconfi-cor_TotalDespesas,17.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,17.511,Saneamento Básico Rural,siconfi-cor_TotalDespesas,17.511 - Saneamento Básico Rural
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,17.512,Saneamento Básico Urbano,siconfi-cor_TotalDespesas,17.512 - Saneamento Básico Urbano
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,18,Gestão Ambiental,siconfi-cor_TotalDespesas,18 - Gestão Ambiental
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,18.122,Administração Geral,siconfi-cor_TotalDespesas,18.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,18.541,Preservação e Conservação Ambiental,siconfi-cor_TotalDespesas,18.541 - Preservação e Conservação Ambiental
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,18.542,Controle Ambiental,siconfi-cor_TotalDespesas,18.542 - Controle Ambiental
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,18.543,Recuperação de Áreas Degradadas,siconfi-cor_TotalDespesas,18.543 - Recuperação de Áreas Degradadas
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,18.544,Recursos Hídricos,siconfi-cor_TotalDespesas,18.544 - Recursos Hídricos
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,19,Ciência e Tecnologia,siconfi-cor_TotalDespesas,19 - Ciência e Tecnologia
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,19.122,Administração Geral,siconfi-cor_TotalDespesas,19.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,19.571,Desenvolvimento Científico,siconfi-cor_TotalDespesas,19.571 - Desenvolvimento Científico
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,19.572,Desenvolvimento Tecnológico e Engenharia,siconfi-cor_TotalDespesas,19.572 - Desenvolvimento Tecnológico e Engenharia
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,19.573,Difusão do Conhecimento Científico e Tecnológico,siconfi-cor_TotalDespesas,19.573 - Difusão do Conhecimento Científico e Tecnológico
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,20,Agricultura,siconfi-cor_TotalDespesas,20 - Agricultura
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,20.122,Administração Geral,siconfi-cor_TotalDespesas,20.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,20.605,Abastecimento,siconfi-cor_TotalDespesas,20.605 - Abastecimento
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,20.606,Extensão Rural,siconfi-cor_TotalDespesas,20.606 - Extensão Rural
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,20.607,Irrigação,siconfi-cor_TotalDespesas,20.607 - Irrigação
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,20.608,Promoção da Produção Agropecuária,siconfi-cor_TotalDespesas,20.608 - Promoção da Produção Agropecuária
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,20.609,Defesa Agropecuária,siconfi-cor_TotalDespesas,20.609 - Defesa Agropecuária
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,21,Organização Agrária,siconfi-cor_TotalDespesas,21 - Organização Agrária
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,21.122,Administração Geral,siconfi-cor_TotalDespesas,21.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,21.631,Reforma Agrária,siconfi-cor_TotalDespesas,21.631 - Reforma Agrária
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,21.632,Colonização,siconfi-cor_TotalDespesas,21.632 - Colonização
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,22,Indústria,siconfi-cor_TotalDespesas,22 - Indústria
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,22.122,Administração Geral,siconfi-cor_TotalDespesas,22.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,22.661,Promoção Industrial,siconfi-cor_TotalDespesas,22.661 - Promoção Industrial
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,22.662,Produção Industrial,siconfi-cor_TotalDespesas,22.662 - Produção Industrial
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,22.663,Mineração,siconfi-cor_TotalDespesas,22.663 - Mineração
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,22.664,Propriedade Industrial,siconfi-cor_TotalDespesas,22.664 - Propriedade Industrial
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,22.665,Normalização e Qualidade,siconfi-cor_TotalDespesas,22.665 - Normalização e Qualidade
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,23,Comércio e Serviços,siconfi-cor_TotalDespesas,23 - Comércio e Serviços
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,23.122,Administração Geral,siconfi-cor_TotalDespesas,23.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,23.691,Promoção Comercial,siconfi-cor_TotalDespesas,23.691 - Promoção Comercial
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,23.692,Comercialização,siconfi-cor_TotalDespesas,23.692 - Comercialização
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,23.693,Comércio Exterior,siconfi-cor_TotalDespesas,23.693 - Comércio Exterior
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,23.694,Serviços Financeiros,siconfi-cor_TotalDespesas,23.694 - Serviços Financeiros
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,23.695,Turismo,siconfi-cor_TotalDespesas,23.695 - Turismo
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,24,Comunicações,siconfi-cor_TotalDespesas,24 - Comunicações
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,24.122,Administração Geral,siconfi-cor_TotalDespesas,24.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,24.721,Comunicações Postais,siconfi-cor_TotalDespesas,24.721 - Comunicações Postais
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,24.722,Telecomunicações,siconfi-cor_TotalDespesas,24.722 - Telecomunicações
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,25,Energia,siconfi-cor_TotalDespesas,25 - Energia
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,25.122,Administração Geral,siconfi-cor_TotalDespesas,25.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,25.751,Conservação de Energia,siconfi-cor_TotalDespesas,25.751 - Conservação de Energia
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,25.752,Energia Elétrica,siconfi-cor_TotalDespesas,25.752 - Energia Elétrica
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,25.753,Combustíveis Minerais,siconfi-cor_TotalDespesas,25.753 - Combustíveis Minerais
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,25.754,Biocombustíveis,siconfi-cor_TotalDespesas,25.754 - Biocombustíveis
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,26,Transporte,siconfi-cor_TotalDespesas,26 - Transporte
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,26.122,Administração Geral,siconfi-cor_TotalDespesas,26.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,26.781,Transporte Aéreo,siconfi-cor_TotalDespesas,26.781 - Transporte Aéreo
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,26.782,Transporte Rodoviário,siconfi-cor_TotalDespesas,26.782 - Transporte Rodoviário
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,26.783,Transporte Ferroviário,siconfi-cor_TotalDespesas,26.783 - Transporte Ferroviário
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,26.784,Transporte Aquaviário,siconfi-cor_TotalDespesas,26.784 - Transporte Aquaviário
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,26.785,Transportes Especiais,siconfi-cor_TotalDespesas,26.785 - Transportes Especiais
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,27,Desporto e Lazer,siconfi-cor_TotalDespesas,27 - Desporto e Lazer
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,27.122,Administração Geral,siconfi-cor_TotalDespesas,27.122 - Administração Geral
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,27.811,Desporto de Rendimento,siconfi-cor_TotalDespesas,27.811 - Desporto de Rendimento
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,27.812,Desporto Comunitário,siconfi-cor_TotalDespesas,27.812 - Desporto Comunitário
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,27.813,Lazer,siconfi-cor_TotalDespesas,27.813 - Lazer
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,28,Encargos Especiais,siconfi-cor_TotalDespesas,28 - Encargos Especiais
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,28.841,Refinanciamento da Dívida Interna,siconfi-cor_TotalDespesas,28.841 - Refinanciamento da Dívida Interna
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,28.842,Refinanciamento da Dívida Externa,siconfi-cor_TotalDespesas,28.842 - Refinanciamento da Dívida Externa
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,28.843,Serviço da Dívida Interna,siconfi-cor_TotalDespesas,28.843 - Serviço da Dívida Interna
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,28.844,Serviço da Dívida Externa,siconfi-cor_TotalDespesas,28.844 - Serviço da Dívida Externa
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,28.845,Outras Transferências,siconfi-cor_TotalDespesas,28.845 - Outras Transferências
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,28.846,Outros Encargos Especiais,siconfi-cor_TotalDespesas,28.846 - Outros Encargos Especiais
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,28.847,Transferências para a Educação Básica,siconfi-cor_TotalDespesas,28.847 - Transferências para a Educação Básica
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,Despesas Exceto Intraorçamentárias,siconfi-cor_TotalDespesas,Despesas Exceto Intraorçamentárias
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,Despesas Intraorçamentárias,siconfi-cor_TotalDespesas,Despesas Intraorçamentárias
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU01 - Demais Subfunções,siconfi-cor_TotalDespesas,FU01 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU02 - Demais Subfunções,siconfi-cor_TotalDespesas,FU02 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU03 - Demais Subfunções,siconfi-cor_TotalDespesas,FU03 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU04 - Demais Subfunções,siconfi-cor_TotalDespesas,FU04 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU05 - Demais Subfunções,siconfi-cor_TotalDespesas,FU05 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU06 - Demais Subfunções,siconfi-cor_TotalDespesas,FU06 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU08 - Demais Subfunções,siconfi-cor_TotalDespesas,FU08 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU09 - Demais Subfunções,siconfi-cor_TotalDespesas,FU09 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU10 - Demais Subfunções,siconfi-cor_TotalDespesas,FU10 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU11 - Demais Subfunções,siconfi-cor_TotalDespesas,FU11 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU12 - Demais Subfunções,siconfi-cor_TotalDespesas,FU12 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU13 - Demais Subfunções,siconfi-cor_TotalDespesas,FU13 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU14 - Demais Subfunções,siconfi-cor_TotalDespesas,FU14 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU15 - Demais Subfunções,siconfi-cor_TotalDespesas,FU15 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU16 - Demais Subfunções,siconfi-cor_TotalDespesas,FU16 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU17 - Demais Subfunções,siconfi-cor_TotalDespesas,FU17 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU18 - Demais Subfunções,siconfi-cor_TotalDespesas,FU18 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU19 - Demais Subfunções,siconfi-cor_TotalDespesas,FU19 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU20 - Demais Subfunções,siconfi-cor_TotalDespesas,FU20 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU21 - Demais Subfunções,siconfi-cor_TotalDespesas,FU21 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU22 - Demais Subfunções,siconfi-cor_TotalDespesas,FU22 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU23 - Demais Subfunções,siconfi-cor_TotalDespesas,FU23 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU24 - Demais Subfunções,siconfi-cor_TotalDespesas,FU24 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU25 - Demais Subfunções,siconfi-cor_TotalDespesas,FU25 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU26 - Demais Subfunções,siconfi-cor_TotalDespesas,FU26 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU27 - Demais Subfunções,siconfi-cor_TotalDespesas,FU27 - Demais Subfunções
despesas_por_funcao_2025,Despesas por Função (Anexo I-E),Inscrição de Restos a Pagar Processados,,FU28 - Demais Subfunções,siconfi-cor_TotalDespesas,FU28 - Demais Subfunções
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.0.0.0.00.0.0,Receitas Correntes,siconfi-cor_RO1.0.0.0.00.0.0,1.0.0.0.00.0.0 - Receitas Correntes
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.0.0.00.0.0,"Impostos, Taxas e Contribuições de Melhoria",siconfi-cor_RO1.1.0.0.00.0.0,"1.1.0.0.00.0.0 - Impostos, Taxas e Contribuições de Melhoria"
receitas_2025,Receitas Orçamentárias (Anexo I-C),Deduções - FUNDEB,1.1.1.0.00.0.0,Impostos,siconfi-cor_RO1.1.1.0.00.0.0,1.1.1.0.00.0.0 - Impostos
