Data de Referência,Ano,Nível Territorial,Cód. Munic,Município,Mesorregião,VPs,Mesos,Tipo PIB,Indicador,Valor
2006-01-01,2006,Município,420775,Iraceminha,Oeste Catarinense,Extremo Oeste,,Observado,PIB,109377261.0
2006-01-01,2006,Município,420780,Irani,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,290909516.0
2006-01-01,2006,Município,420785,Irati,Oeste Catarinense,Oeste,,Observado,PIB,96241116.0
2006-01-01,2006,Município,420840,Itapiranga,Oeste Catarinense,Extremo Oeste,,Observado,PIB,992933269.0
2006-01-01,2006,Município,420800,Itá,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,318200230.0
2006-01-01,2006,Município,420860,Jaborá,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,183898369.0
2006-01-01,2006,Município,420895,Jardinópolis,Oeste Catarinense,Oeste,,Observado,PIB,54834120.0
2006-01-01,2006,Município,420900,Joaçaba,Oeste Catarinense,Centro-Oeste,,Observado,PIB,2268732031.0
2006-01-01,2006,Município,420917,Jupiá,Oeste Catarinense,Oeste,,Observado,PIB,59252397.0
2006-01-01,2006,Município,420920,Lacerdópolis,Oeste Catarinense,Centro-Oeste,,Observado,PIB,150891460.0
2006-01-01,2006,Município,420945,Lajeado Grande,Oeste Catarinense,Oeste,,Observado,PIB,65114081.0
2006-01-01,2006,Município,420970,Lebon Régis,Oeste Catarinense,Centro-Norte,,Observado,PIB,318728585.0
2006-01-01,2006,Município,420985,Lindóia do Sul,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,178136230.0
2006-01-01,2006,Município,421003,Luzerna,Oeste Catarinense,Centro-Oeste,,Observado,PIB,238675059.0
2006-01-01,2006,Município,421005,Macieira,Oeste Catarinense,Centro-Norte,,Observado,PIB,65045165.0
2006-01-01,2006,Município,421050,Maravilha,Oeste Catarinense,Extremo Oeste,,Observado,PIB,1347042534.0
2006-01-01,2006,Município,421055,Marema,Oeste Catarinense,Oeste,,Observado,PIB,150309503.0
2006-01-01,2006,Município,421070,Matos Costa,Oeste Catarinense,Centro-Norte,,Observado,PIB,64930306.0
2006-01-01,2006,Município,421090,Modelo,Oeste Catarinense,Oeste,,Observado,PIB,243545119.0
2006-01-01,2006,Município,421100,Mondaí,Oeste Catarinense,Extremo Oeste,,Observado,PIB,610518694.0
2006-01-01,2006,Município,421140,Nova Erechim,Oeste Catarinense,Oeste,,Observado,PIB,221277611.0
2006-01-01,2006,Município,421145,Nova Itaberaba,Oeste Catarinense,Oeste,,Observado,PIB,233724597.0
2006-01-01,2006,Município,421165,Novo Horizonte,Oeste Catarinense,Oeste,,Observado,PIB,105391622.0
2006-01-01,2006,Município,421180,Ouro,Oeste Catarinense,Centro-Oeste,,Observado,PIB,231657118.0
2006-01-01,2006,Município,421185,Ouro Verde,Oeste Catarinense,Oeste,,Observado,PIB,117834779.0
2006-01-01,2006,Município,421187,Paial,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,66863781.0
2006-01-01,2006,Município,421200,Palma Sola,Oeste Catarinense,Extremo Oeste,,Observado,PIB,266754477.0
2006-01-01,2006,Município,421210,Palmitos,Oeste Catarinense,Oeste,,Observado,PIB,823132039.0
2006-01-01,2006,Município,421223,Paraíso,Oeste Catarinense,Extremo Oeste,,Observado,PIB,159222632.0
2006-01-01,2006,Município,421227,Passos Maia,Oeste Catarinense,Oeste,,Observado,PIB,208233354.0
2006-01-01,2006,Município,421260,Peritiba,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,122417689.0
2006-01-01,2006,Município,421290,Pinhalzinho,Oeste Catarinense,Oeste,,Observado,PIB,1069640543.0
2006-01-01,2006,Município,421300,Pinheiro Preto,Oeste Catarinense,Centro-Norte,,Observado,PIB,171344181.0
2006-01-01,2006,Município,421310,Piratuba,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,762746357.0
2006-01-01,2006,Município,421315,Planalto Alegre,Oeste Catarinense,Oeste,,Observado,PIB,142012789.0
2006-01-01,2006,Município,421340,Ponte Serrada,Oeste Catarinense,Oeste,,Observado,PIB,334307417.0
2006-01-01,2006,Município,421390,Presidente Castello Branco,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,70064543.0
2006-01-01,2006,Município,421415,Princesa,Oeste Catarinense,Extremo Oeste,,Observado,PIB,60140647.0
2006-01-01,2006,Município,421420,Quilombo,Oeste Catarinense,Oeste,,Observado,PIB,894333696.0
2006-01-01,2006,Município,421440,Rio das Antas,Oeste Catarinense,Centro-Norte,,Observado,PIB,232204617.0
2006-01-01,2006,Município,421507,Riqueza,Oeste Catarinense,Extremo Oeste,,Observado,PIB,123221708.0
2006-01-01,2006,Município,421520,Romelândia,Oeste Catarinense,Extremo Oeste,,Observado,PIB,203129746.0
2006-01-01,2006,Município,421535,Saltinho,Oeste Catarinense,Oeste,,Observado,PIB,80934119.0
2006-01-01,2006,Município,421540,Salto Veloso,Oeste Catarinense,Centro-Norte,,Observado,PIB,285449841.0
2006-01-01,2006,Município,421555,Santa Helena,Oeste Catarinense,Extremo Oeste,,Observado,PIB,79222707.0
2006-01-01,2006,Município,421568,Santa Terezinha do Progresso,Oeste Catarinense,Extremo Oeste,,Observado,PIB,62273213.0
2006-01-01,2006,Município,421569,Santiago do Sul,Oeste Catarinense,Oeste,,Observado,PIB,55978890.0
2006-01-01,2006,Município,421730,Saudades,Oeste Catarinense,Oeste,,Observado,PIB,448658112.0
2006-01-01,2006,Município,421750,Seara,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,1058012892.0
2006-01-01,2006,Município,421755,Serra Alta,Oeste Catarinense,Oeste,,Observado,PIB,164647848.0
2006-01-01,2006,Município,421775,Sul Brasil,Oeste Catarinense,Oeste,,Observado,PIB,168468855.0
2006-01-01,2006,Município,421575,São Bernardino,Oeste Catarinense,Oeste,,Observado,PIB,90938417.0
2006-01-01,2006,Município,421600,São Carlos,Oeste Catarinense,Oeste,,Observado,PIB,390362881.0
2006-01-01,2006,Município,421610,São Domingos,Oeste Catarinense,Oeste,,Observado,PIB,514805933.0
2006-01-01,2006,Município,421670,São José do Cedro,Oeste Catarinense,Extremo Oeste,,Observado,PIB,596762305.0
2006-01-01,2006,Município,421625,São João do Oeste,Oeste Catarinense,Extremo Oeste,,Observado,PIB,250834894.0
2006-01-01,2006,Município,421715,São Miguel da Boa Vista,Oeste Catarinense,Extremo Oeste,,Observado,PIB,51143288.0
2006-01-01,2006,Município,421720,São Miguel do Oeste,Oeste Catarinense,Extremo Oeste,,Observado,PIB,1949888586.0
2006-01-01,2006,Município,421790,Tangará,Oeste Catarinense,Centro-Oeste,,Observado,PIB,553483092.0
2006-01-01,2006,Município,421795,Tigrinhos,Oeste Catarinense,Extremo Oeste,,Observado,PIB,41318937.0
2006-01-01,2006,Município,421850,Treze Tílias,Oeste Catarinense,Centro-Oeste,,Observado,PIB,401236285.0
2006-01-01,2006,Município,421875,Tunápolis,Oeste Catarinense,Extremo Oeste,,Observado,PIB,155267623.0
2006-01-01,2006,Município,421885,União do Oeste,Oeste Catarinense,Oeste,,Observado,PIB,172044826.0
2006-01-01,2006,Município,421917,Vargem Bonita,Oeste Catarinense,Centro-Oeste,,Observado,PIB,616947020.0
2006-01-01,2006,Município,421910,Vargeão,Oeste Catarinense,Oeste,,Observado,PIB,375032912.0
2006-01-01,2006,Município,421930,Videira,Oeste Catarinense,Centro-Norte,,Observado,PIB,3295338395.0
2006-01-01,2006,Município,421935,Vitor Meireles,Oeste Catarinense,Alto Vale do Itajaí,,Observado,PIB,145956313.0
2006-01-01,2006,Município,421950,Xanxerê,Oeste Catarinense,Oeste,,Observado,PIB,2526129254.0
2006-01-01,2006,Município,421960,Xavantina,Oeste Catarinense,Alto Uruguai Catarinense,,Observado,PIB,228375954.0
2006-01-01,2006,Município,421970,Xaxim,Oeste Catarinense,Oeste,,Observado,PIB,943692826.0
2006-01-01,2006,Município,420040,Água Doce,Oeste Catarinense,Centro-Oeste,,Observado,PIB,451196516.0
2006-01-01,2006,Município,420055,Águas Frias,Oeste Catarinense,Oeste,,Observado,PIB,94904913.0
2006-01-01,2006,Município,420050,Águas de Chapecó,Oeste Catarinense,Oeste,,Observado,PIB,210660727.0
2006-01-01,2006,Município,420005,Abdon Batista,Serrana,Centro-Oeste,,Observado,PIB,71056167.0
2006-01-01,2006,Município,420100,Anita Garibaldi,Serrana,Serra Catarinense,,Observado,PIB,186903870.0
2006-01-01,2006,Município,420243,Bocaina do Sul,Serrana,Serra Catarinense,,Observado,PIB,107240867.0
2006-01-01,2006,Município,420250,Bom Jardim da Serra,Serrana,Serra Catarinense,,Observado,PIB,150240587.0
2006-01-01,2006,Município,420260,Bom Retiro,Serrana,Serra Catarinense,,Observado,PIB,409801006.0
2006-01-01,2006,Município,420287,Brunópolis,Serrana,Centro-Oeste,,Observado,PIB,102290405.0
2006-01-01,2006,Município,420340,Campo Belo do Sul,Serrana,Serra Catarinense,,Observado,PIB,237327369.0
2006-01-01,2006,Município,420360,Campos Novos,Serrana,Centro-Oeste,,Observado,PIB,1793893517.0
2006-01-01,2006,Município,420325,Capão Alto,Serrana,Serra Catarinense,,Observado,PIB,108481354.0
2006-01-01,2006,Município,420415,Celso Ramos,Serrana,Serra Catarinense,,Observado,PIB,72086078.0
2006-01-01,2006,Município,420417,Cerro Negro,Serrana,Serra Catarinense,,Observado,PIB,64987736.0
2006-01-01,2006,Município,420455,Correia Pinto,Serrana,Serra Catarinense,,Observado,PIB,985697094.0
2006-01-01,2006,Município,420480,Curitibanos,Serrana,Centro-Norte,,Observado,PIB,1539153386.0
2006-01-01,2006,Município,420555,Frei Rogério,Serrana,Centro-Norte,,Observado,PIB,75558676.0
2006-01-01,2006,Município,420930,Lages,Serrana,Serra Catarinense,,Observado,PIB,6938656366.0
2006-01-01,2006,Município,421105,Monte Carlo,Serrana,Centro-Oeste,,Observado,PIB,284316557.0
2006-01-01,2006,Município,421175,Otacílio Costa,Serrana,Serra Catarinense,,Observado,PIB,916608860.0
2006-01-01,2006,Município,421189,Painel,Serrana,Serra Catarinense,,Observado,PIB,70110487.0
2006-01-01,2006,Município,421205,Palmeira,Serrana,Serra Catarinense,,Observado,PIB,134891475.0
2006-01-01,2006,Município,421330,Ponte Alta,Serrana,Serra Catarinense,,Observado,PIB,215683934.0
2006-01-01,2006,Município,421335,Ponte Alta do Norte,Serrana,Centro-Norte,,Observado,PIB,260127061.0
2006-01-01,2006,Município,421505,Rio Rufino,Serrana,Serra Catarinense,,Observado,PIB,61936291.0
2006-01-01,2006,Município,421550,Santa Cecília,Serrana,Centro-Norte,,Observado,PIB,684725851.0
2006-01-01,2006,Município,421605,São Cristóvão do Sul,Serrana,Centro-Norte,,Observado,PIB,252247671.0
2006-01-01,2006,Município,421650,São Joaquim,Serrana,Serra Catarinense,,Observado,PIB,932608845.0
2006-01-01,2006,Município,421680,São José do Cerrito,Serrana,Serra Catarinense,,Observado,PIB,180992413.0
2006-01-01,2006,Município,421690,São Lourenço do Oeste,Serrana,Oeste,,Observado,PIB,996398209.0
2006-01-01,2006,Município,421890,Urubici,Serrana,Serra Catarinense,,Observado,PIB,294221310.0
2006-01-01,2006,Município,421895,Urupema,Serrana,Serra Catarinense,,Observado,PIB,83778816.0
2006-01-01,2006,Município,421915,Vargem,Serrana,Centro-Oeste,,Observado,PIB,96110942.0
2006-01-01,2006,Município,421985,Zortéa,Serrana,Centro-Oeste,,Observado,PIB,79337567.0
2006-01-01,2006,Município,420140,Araranguá,Sul Catarinense,Sul,,Observado,PIB,2511476959.0
2006-01-01,2006,Município,420150,Armazém,Sul Catarinense,Litoral Sul,,Observado,PIB,262497003.0
2006-01-01,2006,Município,420195,Balneário Arroio do Silva,Sul Catarinense,Sul,,Observado,PIB,165838563.0
2006-01-01,2006,Município,420207,Balneário Gaivota,Sul Catarinense,Sul,,Observado,PIB,139884052.0
2006-01-01,2006,Município,422000,Balneário Rincão,Sul Catarinense,Sul,,Observado,PIB,0.0
2006-01-01,2006,Município,420280,Braço do Norte,Sul Catarinense,Litoral Sul,,Observado,PIB,1126193733.0
2006-01-01,2006,Município,420395,Capivari de Baixo,Sul Catarinense,Litoral Sul,,Observado,PIB,1594496718.0
2006-01-01,2006,Município,420425,Cocal do Sul,Sul Catarinense,Sul,,Observado,PIB,793188061.0
2006-01-01,2006,Município,420460,Criciúma,Sul Catarinense,Sul,,Observado,PIB,9027345492.0
2006-01-01,2006,Município,420519,Ermo,Sul Catarinense,Sul,,Observado,PIB,108270777.0
2006-01-01,2006,Município,420545,Forquilhinha,Sul Catarinense,Sul,,Observado,PIB,980968695.0
2006-01-01,2006,Município,420570,Garopaba,Sul Catarinense,Sudeste,,Observado,PIB,497852611.0
2006-01-01,2006,Município,420620,Gravatal,Sul Catarinense,Litoral Sul,,Observado,PIB,225561886.0
2006-01-01,2006,Município,420610,Grão-Pará,Sul Catarinense,Litoral Sul,,Observado,PIB,268952130.0
2006-01-01,2006,Município,420720,Imaruí,Sul Catarinense,Litoral Sul,,Observado,PIB,254801390.0
2006-01-01,2006,Município,420730,Imbituba,Sul Catarinense,Litoral Sul,,Observado,PIB,1741264707.0
2006-01-01,2006,Município,420700,Içara,Sul Catarinense,Sul,,Observado,PIB,2251602590.0
2006-01-01,2006,Município,420870,Jacinto Machado,Sul Catarinense,Sul,,Observado,PIB,318426121.0
2006-01-01,2006,Município,420880,Jaguaruna,Sul Catarinense,Litoral Sul,,Observado,PIB,459833981.0
2006-01-01,2006,Município,420940,Laguna,Sul Catarinense,Litoral Sul,,Observado,PIB,1125623262.0
2006-01-01,2006,Município,420960,Lauro Müller,Sul Catarinense,Sul,,Observado,PIB,503970815.0
2006-01-01,2006,Município,421040,Maracajá,Sul Catarinense,Sul,,Observado,PIB,300109794.0
2006-01-01,2006,Município,421080,Meleiro,Sul Catarinense,Sul,,Observado,PIB,283558482.0
2006-01-01,2006,Município,421125,Morro Grande,Sul Catarinense,Sul,,Observado,PIB,92297593.0
2006-01-01,2006,Município,421120,Morro da Fumaça,Sul Catarinense,Sul,,Observado,PIB,934377688.0
2006-01-01,2006,Município,421160,Nova Veneza,Sul Catarinense,Sul,,Observado,PIB,1082324906.0
2006-01-01,2006,Município,421170,Orleans,Sul Catarinense,Sul,,Observado,PIB,1391968072.0
2006-01-01,2006,Município,421225,Passo de Torres,Sul Catarinense,Sul,,Observado,PIB,173794526.0
2006-01-01,2006,Município,421240,Pedras Grandes,Sul Catarinense,Litoral Sul,,Observado,PIB,205844268.0
2006-01-01,2006,Município,421265,Pescaria Brava,Sul Catarinense,Litoral Sul,,Observado,PIB,0.0
2006-01-01,2006,Município,421380,Praia Grande,Sul Catarinense,Sul,,Observado,PIB,207816030.0
2006-01-01,2006,Município,421490,Rio Fortuna,Sul Catarinense,Litoral Sul,,Observado,PIB,162488482.0
2006-01-01,2006,Município,421545,Sangão,Sul Catarinense,Litoral Sul,,Observado,PIB,337041083.0
2006-01-01,2006,Município,421560,Santa Rosa de Lima,Sul Catarinense,Litoral Sul,,Observado,PIB,70738388.0
2006-01-01,2006,Município,421565,Santa Rosa do Sul,Sul Catarinense,Sul,,Observado,PIB,168978067.0
2006-01-01,2006,Município,421760,Siderópolis,Sul Catarinense,Sul,,Observado,PIB,586187536.0
2006-01-01,2006,Município,421770,Sombrio,Sul Catarinense,Sul,,Observado,PIB,934086709.0
2006-01-01,2006,Município,421640,São João do Sul,Sul Catarinense,Sul,,Observado,PIB,194323820.0
2006-01-01,2006,Município,421700,São Ludgero,Sul Catarinense,Litoral Sul,,Observado,PIB,837543129.0
2006-01-01,2006,Município,421710,São Martinho,Sul Catarinense,Litoral Sul,,Observado,PIB,123125992.0
2006-01-01,2006,Município,421810,Timbé do Sul,Sul Catarinense,Sul,,Observado,PIB,154570806.0
2006-01-01,2006,Município,421835,Treviso,Sul Catarinense,Sul,,Observado,PIB,211495376.0
2006-01-01,2006,Município,421840,Treze de Maio,Sul Catarinense,Litoral Sul,,Observado,PIB,203524098.0
2006-01-01,2006,Município,421870,Tubarão,Sul Catarinense,Litoral Sul,,Observado,PIB,4694933166.0
2006-01-01,2006,Município,421880,Turvo,Sul Catarinense,Sul,,Observado,PIB,602172207.0
2006-01-01,2006,Município,421900,Urussanga,Sul Catarinense,Sul,,Observado,PIB,982511646.0
2006-01-01,2006,Município,420020,Agrolândia,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,394765844.0
2006-01-01,2006,Município,420030,Agronômica,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,203340322.0
2006-01-01,2006,Município,420125,Apiúna,Vale do Itajai,Vale do Itajaí,,Observado,PIB,619581140.0
2006-01-01,2006,Município,420170,Ascurra,Vale do Itajai,Vale do Itajaí,,Observado,PIB,259717394.0
2006-01-01,2006,Município,420180,Atalanta,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,107037948.0
2006-01-01,2006,Município,420190,Aurora,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,160352088.0
2006-01-01,2006,Município,420200,Balneário Camboriú,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,5449742703.0
2006-01-01,2006,Município,421280,Balneário Piçarras,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,646067835.0
2006-01-01,2006,Município,420210,Barra Velha,Vale do Itajai,Vale do Itapocu,,Observado,PIB,678209465.0
2006-01-01,2006,Município,420220,Benedito Novo,Vale do Itajai,Vale do Itajaí,,Observado,PIB,358052789.0
2006-01-01,2006,Município,420240,Blumenau,Vale do Itajai,Vale do Itajaí,,Observado,PIB,24313392013.0
2006-01-01,2006,Município,420245,Bombinhas,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,532739393.0
2006-01-01,2006,Município,420270,Botuverá,Vale do Itajai,Vale do Itajaí Mirim,,Observado,PIB,174878037.0
2006-01-01,2006,Município,420285,Braço do Trombudo,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,247056003.0
2006-01-01,2006,Município,420290,Brusque,Vale do Itajai,Vale do Itajaí Mirim,,Observado,PIB,7488460112.0
2006-01-01,2006,Município,420320,Camboriú,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,1023309885.0
2006-01-01,2006,Município,420419,Chapadão do Lageado,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,87389246.0
2006-01-01,2006,Município,420510,Dona Emma,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,103699353.0
2006-01-01,2006,Município,420515,Doutor Pedrinho,Vale do Itajai,Vale do Itajaí,,Observado,PIB,83564411.0
2006-01-01,2006,Município,420590,Gaspar,Vale do Itajai,Vale do Itajaí,,Observado,PIB,3389496719.0
2006-01-01,2006,Município,420630,Guabiruba,Vale do Itajai,Vale do Itajaí Mirim,,Observado,PIB,964938081.0
2006-01-01,2006,Município,420690,Ibirama,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,719394400.0
2006-01-01,2006,Município,420710,Ilhota,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,393804849.0
2006-01-01,2006,Município,420740,Imbuia,Vale do Itajai,Vale do Itajaí Mirim,,Observado,PIB,170777539.0
2006-01-01,2006,Município,420750,Indaial,Vale do Itajai,Vale do Itajaí,,Observado,PIB,3209342783.0
2006-01-01,2006,Município,420820,Itajaí,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,18983065327.0
2006-01-01,2006,Município,420830,Itapema,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,1437812490.0
2006-01-01,2006,Município,420850,Ituporanga,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,937011808.0
2006-01-01,2006,Município,420915,José Boiteux,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,357183682.0
2006-01-01,2006,Município,420950,Laurentino,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,222939251.0
2006-01-01,2006,Município,420990,Lontras,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,271777684.0
2006-01-01,2006,Município,421000,Luiz Alves,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,622353093.0
2006-01-01,2006,Município,421085,Mirim Doce,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,83258118.0
2006-01-01,2006,Município,421130,Navegantes,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,2292282140.0
2006-01-01,2006,Município,421250,Penha,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,556882945.0
2006-01-01,2006,Município,421270,Petrolândia,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,188297503.0
2006-01-01,2006,Município,421320,Pomerode,Vale do Itajai,Vale do Itajaí,,Observado,PIB,2160947494.0
2006-01-01,2006,Município,421350,Porto Belo,Vale do Itajai,Foz do Rio Itajaí,,Observado,PIB,1438371475.0
2006-01-01,2006,Município,421370,Pouso Redondo,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,566228713.0
2006-01-01,2006,Município,421400,Presidente Getúlio,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,592864726.0
2006-01-01,2006,Município,421410,Presidente Nereu,Vale do Itajai,Vale do Itajaí Mirim,,Observado,PIB,75711822.0
2006-01-01,2006,Município,421450,Rio do Campo,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,209408754.0
2006-01-01,2006,Município,421460,Rio do Oeste,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,239819829.0
2006-01-01,2006,Município,421480,Rio do Sul,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,4106165110.0
2006-01-01,2006,Município,421470,Rio dos Cedros,Vale do Itajai,Vale do Itajaí,,Observado,PIB,449308985.0
2006-01-01,2006,Município,421510,Rodeio,Vale do Itajai,Vale do Itajaí,,Observado,PIB,389149194.0
2006-01-01,2006,Município,421530,Salete,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,263477141.0
2006-01-01,2006,Município,421635,São João do Itaperiú,Vale do Itajai,Vale do Itapocu,,Observado,PIB,169736142.0
2006-01-01,2006,Município,421780,Taió,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,757826525.0
2006-01-01,2006,Município,421820,Timbó,Vale do Itajai,Vale do Itajaí,,Observado,PIB,2417908250.0
2006-01-01,2006,Município,421860,Trombudo Central,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,314360080.0
2006-01-01,2006,Município,421920,Vidal Ramos,Vale do Itajai,Vale do Itajaí Mirim,,Observado,PIB,234467357.0
2006-01-01,2006,Município,421940,Witmarsum,Vale do Itajai,Alto Vale do Itajaí,,Observado,PIB,125809885.0
2007-01-01,2007,Município,420070,Alfredo Wagner,Grande Florianópolis,Sudeste,,Observado,PIB,286214315.0
2007-01-01,2007,Município,420090,Angelina,Grande Florianópolis,Sudeste,,Observado,PIB,168294645.0
2007-01-01,2007,Município,420110,Anitápolis,Grande Florianópolis,Sudeste,,Observado,PIB,97746854.0
2007-01-01,2007,Município,420120,Antônio Carlos,Grande Florianópolis,Sudeste,,Observado,PIB,540821222.0
2007-01-01,2007,Município,420230,Biguaçu,Grande Florianópolis,Sudeste,,Observado,PIB,2674496012.0
2007-01-01,2007,Município,420370,Canelinha,Grande Florianópolis,Sudeste,,Observado,PIB,261533288.0
2007-01-01,2007,Município,420540,Florianópolis,Grande Florianópolis,Sudeste,,Observado,PIB,28075948706.0
2007-01-01,2007,Município,420600,Governador Celso Ramos,Grande Florianópolis,Sudeste,,Observado,PIB,277062362.0
2007-01-01,2007,Município,420980,Leoberto Leal,Grande Florianópolis,Vale do Itajaí Mirim,,Observado,PIB,115390935.0
2007-01-01,2007,Município,421020,Major Gercino,Grande Florianópolis,Vale do Itajaí Mirim,,Observado,PIB,89458023.0
2007-01-01,2007,Município,421150,Nova Trento,Grande Florianópolis,Vale do Itajaí Mirim,,Observado,PIB,556139866.0
2007-01-01,2007,Município,421190,Palhoça,Grande Florianópolis,Sudeste,,Observado,PIB,4922659381.0
2007-01-01,2007,Município,421230,Paulo Lopes,Grande Florianópolis,Sudeste,,Observado,PIB,295690831.0
2007-01-01,2007,Município,421430,Rancho Queimado,Grande Florianópolis,Sudeste,,Observado,PIB,140985017.0
2007-01-01,2007,Município,421570,Santo Amaro da Imperatriz,Grande Florianópolis,Sudeste,,Observado,PIB,934915165.0
2007-01-01,2007,Município,421590,São Bonifácio,Grande Florianópolis,Sudeste,,Observado,PIB,92375520.0
2007-01-01,2007,Município,421660,São José,Grande Florianópolis,Sudeste,,Observado,PIB,12672020386.0
2007-01-01,2007,Município,421630,São João Batista,Grande Florianópolis,Sudeste,,Observado,PIB,1122045143.0
2007-01-01,2007,Município,421725,São Pedro de Alcântara,Grande Florianópolis,Sudeste,,Observado,PIB,95845844.0
2007-01-01,2007,Município,421800,Tijucas,Grande Florianópolis,Sudeste,,Observado,PIB,1488540562.0
2007-01-01,2007,Município,420060,Águas Mornas,Grande Florianópolis,Sudeste,,Observado,PIB,221590684.0
2007-01-01,2007,Município,420130,Araquari,Norte Catarinense,Norte-Nordeste,,Observado,PIB,802343810.0
2007-01-01,2007,Município,420205,Balneário Barra do Sul,Norte Catarinense,Norte-Nordeste,,Observado,PIB,201089738.0
2007-01-01,2007,Município,420213,Bela Vista do Toldo,Norte Catarinense,Centro-Norte,,Observado,PIB,233909797.0
2007-01-01,2007,Município,420330,Campo Alegre,Norte Catarinense,Planalto Norte,,Observado,PIB,491880030.0
2007-01-01,2007,Município,420380,Canoinhas,Norte Catarinense,Centro-Norte,,Observado,PIB,2586824867.0
2007-01-01,2007,Município,420450,Corupá,Norte Catarinense,Vale do Itapocu,,Observado,PIB,716520175.0
2007-01-01,2007,Município,420580,Garuva,Norte Catarinense,Norte-Nordeste,,Observado,PIB,772805044.0
2007-01-01,2007,Município,420650,Guaramirim,Norte Catarinense,Vale do Itapocu,,Observado,PIB,2285060078.0
2007-01-01,2007,Município,420790,Irineópolis,Norte Catarinense,Centro-Norte,,Observado,PIB,426275577.0
2007-01-01,2007,Município,420810,Itaiópolis,Norte Catarinense,Planalto Norte,,Observado,PIB,842011785.0
2007-01-01,2007,Município,420845,Itapoá,Norte Catarinense,Norte-Nordeste,,Observado,PIB,384242932.0
2007-01-01,2007,Município,420890,Jaraguá do Sul,Norte Catarinense,Vale do Itapocu,,Observado,PIB,15310507779.0
2007-01-01,2007,Município,420910,Joinville,Norte Catarinense,Norte-Nordeste,,Observado,PIB,44801727922.0
2007-01-01,2007,Município,421010,Mafra,Norte Catarinense,Planalto Norte,,Observado,PIB,2480757083.0
2007-01-01,2007,Município,421030,Major Vieira,Norte Catarinense,Centro-Norte,,Observado,PIB,305392044.0
2007-01-01,2007,Município,421060,Massaranduba,Norte Catarinense,Vale do Itapocu,,Observado,PIB,683122323.0
2007-01-01,2007,Município,421110,Monte Castelo,Norte Catarinense,Planalto Norte,,Observado,PIB,284730600.0
2007-01-01,2007,Município,421220,Papanduva,Norte Catarinense,Planalto Norte,,Observado,PIB,855004990.0
2007-01-01,2007,Município,421360,Porto União,Norte Catarinense,Centro-Norte,,Observado,PIB,978299560.0
2007-01-01,2007,Município,421500,Rio Negrinho,Norte Catarinense,Planalto Norte,,Observado,PIB,1865272187.0
2007-01-01,2007,Município,421567,Santa Terezinha,Norte Catarinense,Alto Vale do Itajaí,,Observado,PIB,279066804.0
2007-01-01,2007,Município,421740,Schroeder,Norte Catarinense,Vale do Itapocu,,Observado,PIB,574450905.0
2007-01-01,2007,Município,421580,São Bento do Sul,Norte Catarinense,Planalto Norte,,Observado,PIB,5108098780.0
2007-01-01,2007,Município,421620,São Francisco do Sul,Norte Catarinense,Norte-Nordeste,,Observado,PIB,5555353230.0
